visitor,Opponent,Date,game_id,season,game_net_rating,win_percent_diff,games_played,net_rating_diff,score_diff,wins_vis,loss_vis,hollow_wind60_cent,hollow_wind50_cent,hollow_wind40_cent,hollow_wind30_cent,hollow_wind20_cent,wind_10_center,wind_40_hollow,wind_35_hollow,wind_30_hollow,wind_25_hollow,wind_20_hollow,wind_15_hollow,wind_10_hollow_5,wind_5_hollow,wind_7_hollow,wind_10_hollow,wind_2,wind_5,wind_7,wind_10,wind_15,wind_20,wind_25,wind_30,wind_35,wind_40
Philadelphia 76ers,Golden State Warriors,2017-03-14,21601003,2016-17,-1.9,-0.424242424242424,62,-16.9,-2,24,43,-39.1,-66,-98.8,-174.9,-188,-100.3,-16.8,-147.5,-39.1,-66,-98.8,-70.5,-76.5,-45.6,-24.8,-51.7,20.8,-24.8,-49.6,-101.3,-171.8,-270.6,-336.6,-375.7,-523.2,-540
Portland Trail Blazers,New Orleans Pelicans,2017-03-14,21601002,2016-17,-24,0.0522144522144523,61,1.5,-23,29,37,6.89999999999999,30.6,37.3,61.2,29.6,42.5,24.2,-107.1,6.9,30.6,39.3,12.6,12.2,-6.5,15.6,-3.4,23.3,16.8,32.4,29,41.6,80.9,111.5,118.4,11.3,35.5
Dallas Mavericks,Washington Wizards,2017-03-15,21601004,2016-17,6.3,-0.196969696969697,63,-4.7,5,29,38,-33.7,-4.4,-37.4,-44.8,-0.0999999999999943,-97.6,6.2,-35.3,-33.7,-4.40000000000001,-37.4,-20.2,13.1,14.9,6.8,6.3,-12.5,2.4,9.2,15.5,-4.7,-42.1,-46.5,-80.2,-115.5,-109.3
Los Angeles Lakers,Houston Rockets,2017-03-15,21601010,2016-17,-36.3,-0.388059701492537,64,-12.4,-39,20,48,-17.7,-80.8,-38.5,-38,-124.9,-97.4,-156.6,-67.4,-17.7,-80.8,-38.5,-30.8,-141.2,-12.7,-43.4,-97.8,-52.3,-65,-108.4,-206.2,-237,-275.5,-356.3,-374,-441.4,-598
Memphis Grizzlies,Chicago Bulls,2017-03-15,21601009,2016-17,8,0.0746268656716418,62,0.2,7,38,30,28.6,-16.4,15.3,-10.4,-8.9,0.100000000000001,-3.10000000000001,88.5,28.6,-16.4,15.3,93.5,0.599999999999998,-14.5,25.3,-24.7,44.6,30.1,55.4,30.7,124.2,139.5,123.1,151.7,240.2,237.1
Minnesota Timberwolves,Boston Celtics,2017-03-15,21601006,2016-17,-12.9,-0.202623247399367,62,-3.5,-13,28,39,-17.6,18.7,-76.2,-56.7,42.5,-83.1,7.3,5,-17.6,18.7,-76.2,-12.6,36.1,-6.1,12.6,23.5,10.3,4.2,16.8,40.3,27.7,-48.5,-29.8,-47.4,-42.4,-35.1
New Orleans Pelicans,Miami Heat,2017-03-15,21601007,2016-17,-10.1,-0.0746268656716418,63,-3.1,-8,27,41,55.4,-48.1,-113.4,-91.7,-73.4,30.6,-11.8,23.5,55.4,-48.1,-113.4,-34.3,-79,-28,-2.4,-76.6,4.1,-23.9,-26.3,-102.9,-137.2,-250.6,-298.7,-243.3,-219.8,-231.6
Portland Trail Blazers,San Antonio Spurs,2017-03-15,21601011,2016-17,4.2,-0.348484848484848,62,-8,4,30,37,-102.7,-40.3,-21.4,-47.9,-42.4,-9.9,-114.2,-100.8,-102.7,-40.3,-21.4,-48.7,-53.4,10,7,-60.4,-43.6,-33.6,-26.6,-87,-135.7,-157.1,-197.4,-300.1,-400.9,-515.1
Sacramento Kings,Phoenix Suns,2017-03-15,21601012,2016-17,4.9,0.0597014925373134,64,1,6,27,41,-29.6,-13.6,25,75.1,-80.9,-18.8,1.3,5.80000000000001,-29.6,-13.6,25,49.7,-39.4,-15.4,3.2,-42.6,-2.4,-17.8,-14.6,-57.2,-7.5,17.5,3.90000000000001,-25.7,-19.9,-18.6
Utah Jazz,Detroit Pistons,2017-03-15,21601008,2016-17,14.2,0.134328358208955,63,5.7,14,43,25,9.19999999999997,68.4,9.19999999999998,42.4,84.1,76.9,107.5,58.7,9.20000000000001,68.4,9.2,54.2,1.8,16.3,-37.7,39.5,17.3,33.6,-4.1,35.4,89.6,98.8,167.2,176.4,235.1,342.6
Brooklyn Nets,New York Knicks,2017-03-16,21601016,2016-17,11.1,-0.21524064171123,61,-2.9,11,13,54,-38.7,-51.9,-19.1,-10.5,-5.90000000000001,36.4,-20.7,-39.4,-38.7,-51.9,-19.1,8.40000000000001,-51.4,21.5,-18,-33.4,-10.7,10.8,-7.2,-40.6,-32.2,-51.3,-103.2,-141.9,-181.3,-202
Memphis Grizzlies,Atlanta Hawks,2017-03-16,21601017,2016-17,11.7,0.00658472344161543,63,1.2,12,39,30,-60.5,-16.3,43.6,79.5,-6.5,-19.8,18.5,26.9,-60.5,-16.3,43.6,63.1,7.4,-47.7,18,-10.6,21.1,-26.6,-8.6,-19.2,43.9,87.5,71.2,10.7,37.6,56.1
Oklahoma City Thunder,Toronto Raptors,2017-03-16,21601015,2016-17,20.8,-0.0149253731343284,63,-3.5,21,39,29,5.4,-0.799999999999994,-44.6,-38.9,-2.8,-40.9,-78,16.7,5.4,-0.799999999999999,-44.6,-5.2,-1.7,-4.4,-8.9,7.2,14,9.6,0.699999999999998,7.9,2.7,-41.9,-42.7,-37.3,-20.6,-98.6
Orlando Magic,Golden State Warriors,2017-03-16,21601019,2016-17,-28.3,-0.438103599648815,64,-17.9,-30,24,45,-71.8,-132.6,-68.4999999999999,-217.4,-147,-82,-22,-77.2,-71.8,-132.6,-68.5,-136.1,-43.2,1.4,-1,-42.2,1.3,2.7,1.7,-40.5,-176.6,-245.1,-377.7,-449.5,-526.7,-548.7
Utah Jazz,Cleveland Cavaliers,2017-03-16,21601014,2016-17,-7.5,-0.0343137254901961,64,1.2,-8,43,26,10.4,42.9,-42.9,67.4,22.4,70.4,-17.3,18.2,10.4,42.9,-42.9,34.1,55.9,11.8,16.3,39.6,-25.8,-14,2.3,41.9,76,33.1,76,86.4,104.6,87.3
Boston Celtics,Brooklyn Nets,2017-03-17,21601022,2016-17,4,0.438323090430202,64,9.1,3,44,25,97,29.2,54.3,160.8,-28.1,47.7,57.3,81.3,97,29.2,54.3,81.1,26,-5.1,25.3,0.699999999999999,37.4,32.3,57.6,58.3,139.4,193.7,222.9,319.9,401.2,458.5
Chicago Bulls,Washington Wizards,2017-03-17,21601021,2016-17,-6.2,-0.141352063213345,64,-1.4,-5,32,37,-55.4,-50.8,-10.2,1.6,45.8,-62.6,-31.4,-34.7,-55.4,-50.8,-10.2,-88.5,6.19999999999999,-57,-15.9,22.1,-4.7,-61.7,-77.6,-55.5,-144,-154.2,-205,-260.4,-295.1,-326.5
Dallas Mavericks,Philadelphia 76ers,2017-03-17,21601020,2016-17,-43.3,0.0746268656716418,64,2.5,-42,29,39,7.80000000000001,58.8,68.4,50.3,65.9,39.7,6.40000000000001,8.8,7.79999999999998,58.8,68.4,33,60,62.4,41.7,18.3,-17.9,44.5,86.2,104.5,137.5,205.9,264.7,272.5,281.3,287.7
Houston Rockets,New Orleans Pelicans,2017-03-17,21601024,2016-17,-14,0.294117647058824,65,7.8,-16,47,22,5.3,16.8,34.8,128.6,40.2,26.8,81.1,41.1,5.3,16.8,34.8,84.9,60.3,17.9,-15.6,75.9,25.1,43,27.4,103.3,188.2,223,239.8,245.1,286.2,367.3
Milwaukee Bucks,Los Angeles Lakers,2017-03-17,21601027,2016-17,4.2,0.198419666374012,65,6.5,4,34,34,-60,14.5,48.4,17,-1.09999999999999,112.1,59.4,57.3,-60,14.5,48.4,12.8,77,43.5,19.8,57.2,46.1,89.6,109.4,166.6,179.4,227.8,242.3,182.3,239.6,299
Minnesota Timberwolves,Miami Heat,2017-03-17,21601025,2016-17,-17.9,-0.0673836698858648,63,-1.9,-18,28,40,59,-52.4,-90.8,-41.2,-10.4,-94.3,-6.60000000000002,63.2,59,-52.4,-90.8,-14.5,8.9,-67.6,24.7,-15.8,-4.1,-71.7,-47,-62.8,-77.3,-168.1,-220.5,-161.5,-98.3,-104.9
Orlando Magic,Phoenix Suns,2017-03-17,21601026,2016-17,5.8,0.0242966751918158,65,-1.3,6,25,45,-30.9,-45.5,17.2,-55.4,-68.1,48.3,27.6,32.5,-30.9,-45.5,17.2,-81.2,26.8,-4.30000000000001,-1.3,28.1,-19.5,-23.8,-25.1,3,-78.2,-61,-106.5,-137.4,-104.9,-77.3
Toronto Raptors,Detroit Pistons,2017-03-17,21601023,2016-17,11.9,0.088235294117647,64,5.7,12,40,29,104.4,-26.9,-16.4,28.5,-17.8,162,123,-14.3,104.4,-26.9,-16.4,5.9,-20.5,-24.2,-42.1,21.6,54.2,30,-12.1,9.5,15.4,-1,-27.9,76.5,62.2,185.2
Houston Rockets,Denver Nuggets,2017-03-18,21601034,2016-17,1.9,0.195865302642796,66,5.3,4,48,22,-6.29999999999998,38.2,7.80000000000001,29.4,4.59999999999999,-8.8,56.1,59.5,-6.3,38.2,7.79999999999999,49.3,14.2,-6.2,-21.5,35.7,-19.9,-26.1,-47.6,-11.9,37.4,45.2,83.4,77.1,136.6,192.7
Milwaukee Bucks,Golden State Warriors,2017-03-18,21601035,2016-17,-27.2,-0.294117647058823,66,-11.6,-25,34,35,-61.9,-143.1,-67.5,-77.3,-119,-37.8,-32.4,-40.7,-61.9,-143.1,-67.5,-30.5,-4.9,69.2,7.2,-12.1,-50.8,18.4,25.6,13.5,-17,-84.5,-227.6,-289.5,-330.2,-362.6
Portland Trail Blazers,Atlanta Hawks,2017-03-18,21601029,2016-17,17,-0.0963564530289727,63,0.1,16,31,37,-16.8,13.1,14.1,29.5,-1.7,45,-36.6,-70.7,-16.8,13.1,14.1,-12.3,1.2,-17.3,28.5,-27.3,-1.3,-18.6,9.9,-17.4,-29.7,-15.6,-2.5,-19.3,-90,-126.6
Sacramento Kings,Oklahoma City Thunder,2017-03-18,21601028,2016-17,-16.7,-0.176470588235294,65,-5,-16,27,42,-61,-7.00000000000002,-2.6,25.4,-33.6,-157.5,-13.9,-6.2,-61,-7,-2.6,-1.8,-6,-35.6,8.4,-14.4,-26.8,-62.4,-54,-68.4,-70.2,-72.8,-79.8,-140.8,-147,-160.9
San Antonio Spurs,Memphis Grizzlies,2017-03-18,21601033,2016-17,-7.7,0.210902011680727,63,6.9,-8,52,16,67.6,38,-11.6,55.4,25.9,101.2,54.9,67,67.6,38,-11.6,28.5,36.5,27.5,24.9,11.6,-17.1,10.4,35.3,46.9,75.4,63.8,101.8,169.4,236.4,291.3
Utah Jazz,Chicago Bulls,2017-03-18,21601032,2016-17,-10.1,0.159420289855072,65,4,-9,43,27,55,25,-2.7,48.6,1.90000000000001,87,-0.500000000000028,42.3,55,25,-2.69999999999999,125.8,-4.5,51.3,21.9,-26.4,20.9,72.2,94.1,67.7,193.5,190.8,215.8,270.8,313.1,312.6
Boston Celtics,Philadelphia 76ers,2017-03-19,21601037,2016-17,-5.9,0.27003410059676,65,8.1,-6,44,26,-8.09999999999999,55.8,75.7,55.5,130.8,61.6,57.8,43.6,-8.09999999999998,55.8,75.7,20.6,70.8,29.3,40.2,30.6,-24.5,4.8,45,75.6,96.2,171.9,227.7,219.6,263.2,321
Cleveland Cavaliers,Los Angeles Lakers,2017-03-19,21601043,2016-17,2.5,0.371909633418585,64,9.8,5,46,23,-53.9,102.6,68.4,37.9,55.5,92.1,63.3,48,-53.9,102.6,68.4,57.1,37.6,22.4,-21.1,58.7,84.6,107,85.9,144.6,201.7,270.1,372.7,318.8,366.8,430.1
Dallas Mavericks,Brooklyn Nets,2017-03-19,21601036,2016-17,8.6,0.235294117647059,65,3.5,7,30,39,96.1,85.3,38.1,124.3,-42.3,-110.6,26.4,30.1,96.1,85.3,38.1,71.7,43.2,-1.7,17.2,26,-44.1,-45.8,-28.6,-2.6,69.1,107.2,192.5,288.6,318.7,345.1
Indiana Pacers,Toronto Raptors,2017-03-19,21601040,2016-17,-27.3,-0.0650042625745951,63,-4.5,-25,35,34,-43.9,-6.3,72.9,-27.9,-13,-50.1,-43.7,41.2,-43.9,-6.3,72.9,-55.6,-22.3,0.3,4.1,-26.4,4.7,5,9.1,-17.3,-72.9,0,-6.3,-50.2,-9,-52.7
Minnesota Timberwolves,New Orleans Pelicans,2017-03-19,21601039,2016-17,-12.9,0.00596760443307753,64,1.2,-14,28,41,-14.5,45.5,25.9,30.4,8.4,-70.3,43.4,5.70000000000001,-14.5,45.5,25.9,28.9,25.4,-1.7,15.2,10.2,-34.7,-36.4,-21.2,-11,17.9,43.8,89.3,74.8,80.5,123.9
Phoenix Suns,Detroit Pistons,2017-03-19,21601038,2016-17,-14.7,-0.159420289855073,66,-3.8,-17,22,48,32.8,-6.99999999999999,-104.6,48.2,-37.5,20.3,40.3,11.4,32.8,-7,-104.6,40.2,-25,-6.9,3.9,-28.9,15.4,8.5,12.4,-16.5,23.7,-80.9,-87.9,-55.1,-43.7,-3.39999999999998
Portland Trail Blazers,Miami Heat,2017-03-19,21601041,2016-17,12.1,-0.0368712702472294,64,-1.6,11,32,37,76.1,-59.1,-80.2,-51,-28.7,-2.6,-40.8,10.5,76.1,-59.1,-80.2,-57.4,-39.7,-33.2,-11.3,-28.4,-6.8,-40,-51.3,-79.7,-137.1,-217.3,-276.4,-200.3,-189.8,-230.6
Sacramento Kings,San Antonio Spurs,2017-03-19,21601042,2016-17,-17.6,-0.373401534526854,66,-11.6,-16,27,43,-89,-19.7,-52.5,-60.3,-58.1,-164.8,-88.2,-135,-89,-19.7,-52.5,-68.1,-64.2,-34.2,-29.3,-34.9,0.0999999999999996,-34.1,-63.4,-98.3,-166.4,-218.9,-238.6,-327.6,-462.6,-550.8
Denver Nuggets,Houston Rockets,2017-03-20,21601048,2016-17,-0.9,-0.207453416149068,65,-5.3,-1,33,37,-0.699999999999974,3.89999999999999,-19.8,-79.4,56.4,2.7,-21,-96.4,-0.699999999999974,3.89999999999998,-19.8,-85.9,48.1,-34.8,33.9,14.2,38.3,3.5,37.4,51.6,-34.3,-54.1,-50.2,-50.9,-147.3,-168.3
Golden State Warriors,Oklahoma City Thunder,2017-03-20,21601049,2016-17,14.9,0.217391304347826,64,10.6,16,56,14,28.9,112.2,43.4,61.2,81.4,20.6,61.1,58.3,28.9,112.2,43.4,47.8,17.4,-52.3,17.3,0.0999999999999943,18,-34.3,-17,-16.9,30.9,74.3,186.5,215.4,273.7,334.8
Philadelphia 76ers,Orlando Magic,2017-03-20,21601045,2016-17,-0.9,0.0196687370600414,65,1,-3,26,44,50.8,8.79999999999998,-21.2,62.9,-82.8,50.9,-18.2,8.19999999999999,50.8,8.8,-21.2,72,-86,8.2,-35.1,-50.9,71.7,79.9,44.8,-6.1,65.9,44.7,53.5,104.3,112.5,94.3
Utah Jazz,Indiana Pacers,2017-03-20,21601046,2016-17,-7.7,0.10703933747412,66,4.5,-7,43,28,63.1,-12.8,45.4,57.3,-20,90.3,-25.2,-16.4,63.1,-12.8,45.4,85.2,-7.5,9.8,8.6,-16.1,17.1,26.9,35.5,19.4,104.6,150,137.2,200.3,183.9,158.7
Washington Wizards,Boston Celtics,2017-03-20,21601047,2016-17,-9.9,-0.0198757763975155,66,-0.9,-8,42,28,39.3,34.7,12.1,9.4,-41.9,-1.2,-1.70000000000002,-23.4,39.3,34.7,12.1,9.4,-3.1,-22.5,4,-7.1,1.8,-20.7,-16.7,-23.8,-14.4,-2.3,32.4,71.7,48.3,46.6
Chicago Bulls,Toronto Raptors,2017-03-21,21601051,2016-17,-2.9,-0.114285714285714,66,-4,-2,33,38,-58.5,-7.7,25.8,-5.4,34.7,-97.2,1.79999999999999,-12.4,-58.5,-7.70000000000001,25.8,-42.9,-6.5,-34.5,-22.2,15.7,-35.3,-69.8,-92,-76.3,-119.2,-93.4,-101.1,-159.6,-172,-170.2
Detroit Pistons,Brooklyn Nets,2017-03-21,21601052,2016-17,-3.2,0.297308488612836,65,5.1,-2,34,37,1.3,61.5,43.4,77.8,13.7,-102,13.2,27,1.3,61.5,43.4,33.7,38.7,-32.4,2.4,36.3,15.4,-17,-14.6,21.7,55.4,98.8,160.3,161.6,188.6,201.8
Golden State Warriors,Dallas Mavericks,2017-03-21,21601055,2016-17,24.1,0.365217391304348,65,14.4,25,57,14,-15,56.2,38.4,49.5,78.6,185.1,121,50.8,-15,56.2,38.4,36.1,-35.6,29.6,-30.7,-4.9,76.8,106.4,75.7,70.8,106.9,145.3,201.5,186.5,237.3,358.3
Memphis Grizzlies,New Orleans Pelicans,2017-03-21,21601054,2016-17,-12.8,0.157142857142857,65,2.6,-13,40,31,3.69999999999999,10.9,99.3,26,20.8,-39.6,1.2,34.3,3.7,10.9,99.3,34.6,-21.2,8.3,-28.2,7,-7.5,0.800000000000004,-27.4,-20.4,14.2,113.5,124.4,128.1,162.4,163.6
Milwaukee Bucks,Portland Trail Blazers,2017-03-21,21601057,2016-17,2.2,0.0289855072463768,67,0.4,3,35,35,-98,-20.9,-11.5,65.1,-82.8,-87.6,141.2,7,-98,-20.9,-11.5,64.2,-10.2,7.4,23.8,-34,-52.1,-44.7,-20.9,-54.9,9.3,-2.2,-23.1,-121.1,-114.1,27.1
Phoenix Suns,Miami Heat,2017-03-21,21601053,2016-17,-14.4,-0.171428571428571,67,-6.2,-15,22,49,-26.9,-64.4,-100.2,-37.6,-67.7,-107.9,-30.4,61.9,-26.9,-64.4,-100.2,-37.6,-70.4,-32.7,-53.1,-17.3,-26.3,-59,-112.1,-129.4,-167,-267.2,-331.6,-358.5,-296.6,-327
San Antonio Spurs,Minnesota Timberwolves,2017-03-21,21601056,2016-17,6.5,0.36231884057971,65,8.3,7,54,16,49,-4.09999999999999,86.8,28.6,33.1,114.9,74.6,70.5,49,-4.1,86.8,28.1,-14.5,29,6.4,-20.9,40.7,69.7,76.1,55.2,83.3,170.1,166,215,285.5,360.1
Atlanta Hawks,Washington Wizards,2017-03-22,21601063,2016-17,-2,-0.0714285714285714,66,-2.4,-4,37,34,-27.8,-71.4,-45.6,-23.8,-18.7,-7.7,-13.4,53.6,-27.8,-71.4,-45.6,-23.8,-12.6,41.9,-19.8,7.2,-25,16.9,-2.9,4.3,-19.5,-65.1,-136.5,-164.3,-110.7,-124.1
Cleveland Cavaliers,Denver Nuggets,2017-03-22,21601064,2016-17,-12.4,0.195238095238095,65,2.7,-13,46,24,-37.9,43.2,30.6,5.6,-85.5,-12.2,-12.9,34.9,-37.9,43.2,30.6,22.1,-79.2,-14.6,-16.4,-62.8,12.8,-1.8,-18.2,-81,-58.9,-28.3,14.9,-23,11.9,-1
Detroit Pistons,Chicago Bulls,2017-03-22,21601061,2016-17,-23.9,0.0140845070422535,66,-1.7,-22,34,38,-6.3,-5.1,17.9,-35.9,31.1,-92.2,-27.2,9.90000000000001,-6.3,-5.1,17.9,-35.9,106.5,-29.8,53.2,53.3,4.3,-25.5,27.7,81,45.1,63,57.9,51.6,61.5,34.3
Indiana Pacers,Boston Celtics,2017-03-22,21601060,2016-17,-10.8,-0.119517102615694,65,-2.8,-9,36,35,-21.1,-20.4,-4.9,-0.399999999999997,51.5,-122,-35.2,31.4,-21.1,-20.4,-4.9,-21.5,-9.99999999999999,-55.6,24.3,-34.3,-23.6,-79.2,-54.9,-89.2,-110.7,-115.6,-136,-157.1,-125.7,-160.9
Milwaukee Bucks,Sacramento Kings,2017-03-22,21601065,2016-17,22.6,0.114285714285714,68,4,18,36,35,-30.7,-7.09999999999999,-5.10000000000001,20.9,-11.7,57.4,35.4,18.3,-30.7,-7.1,-5.1,20.9,71.8,-10.9,40.6,31.2,9.3,-1.6,39,70.2,91.1,86,78.9,48.2,66.5,101.9
New York Knicks,Utah Jazz,2017-03-22,21601066,2016-17,-7.8,-0.219919517102616,66,-7.9,-7,27,44,-59.1,-1.90000000000001,-98,-60.2,-35.5,-102.1,12.6,-26,-59.1,-1.89999999999999,-98,-62.5,7.9,-38.5,-10.4,18.3,14.1,-24.4,-34.8,-16.5,-79,-177,-178.9,-238,-264,-251.4
Philadelphia 76ers,Oklahoma City Thunder,2017-03-22,21601062,2016-17,-25,-0.2,66,-6.3,-25,26,45,0.199999999999999,5.5,-66.8,-21,-85,-48.1,-78.7,25.8,0.200000000000001,5.5,-66.8,-18.7,-51.1,-0.500000000000007,-22,-29.1,3.2,2.7,-19.3,-48.4,-67.1,-133.9,-128.4,-128.2,-102.4,-181.1
Memphis Grizzlies,San Antonio Spurs,2017-03-23,21601070,2016-17,-7,-0.208048289738431,66,-6.9,-7,40,32,-45.6,-3.5,25.8,-77.2,-81,-13.3,-85.9,-37,-45.6,-3.5,25.8,-77.2,-58.5,49.6,-44.4,-14.1,-29.2,20.4,-24,-38.1,-115.3,-89.5,-93,-138.6,-175.6,-261.5
New York Knicks,Portland Trail Blazers,2017-03-23,21601071,2016-17,-14.4,-0.0768611670020121,67,-3,-15,27,45,-1.2,-20.2,-16.2,3.2,-51.9,-125.1,64.8,-39.4,-1.20000000000001,-20.2,-16.2,1.2,-35,-16,-13.3,-21.7,-28.8,-44.8,-58.1,-79.8,-78.6,-94.8,-115,-116.2,-155.6,-90.8
Phoenix Suns,Brooklyn Nets,2017-03-23,21601067,2016-17,-25,0.109859154929577,68,1.3,-28,22,50,50.4,7.59999999999999,-19.4,85.2,9.2,-70.9,26.8,56.7,50.4,7.59999999999999,-19.4,47.7,7.70000000000001,-10.8,-6.09999999999999,13.8,-23.7,-34.5,-40.6,-26.8,20.9,1.5,9.09999999999999,59.5,116.2,143
Toronto Raptors,Miami Heat,2017-03-23,21601068,2016-17,17,0.0985915492957746,67,3.3,17,43,29,6.40000000000001,-47.3,-57.7,-27.8,-64.3,37.7,21.8,32.5,6.4,-47.3,-57.7,-27.8,-84.9,-9.5,-45.7,-39.2,27.9,18.4,-27.3,-66.5,-94.3,-152,-199.3,-192.9,-160.4,-138.6
Atlanta Hawks,Milwaukee Bucks,2017-03-24,21601078,2016-17,-3.2,0.0140845070422535,67,-0.5,-3,37,35,47.7,23.6,-7.3,11.5,-31.6,32,-47.4,80.1,47.7,23.6,-7.3,11.5,-56.6,47.8,-9.7,-46.9,-43.8,4,-5.7,-52.6,-41.1,-48.4,-24.8,22.9,103,55.6
Brooklyn Nets,Washington Wizards,2017-03-24,21601072,2016-17,-21.4,-0.394366197183099,66,-8.2,-21,15,57,-75.7,-124.9,-75.2,-39.2,-56.2,84.2,-85.3,-83.9,-75.7,-124.9,-75.2,-39.2,-29.9,14.3,-15.1,-14.8,36.1,50.4,35.3,20.5,-18.7,-93.9,-218.8,-294.5,-378.4,-463.7
Denver Nuggets,Indiana Pacers,2017-03-24,21601075,2016-17,7.9,-0.0281690140845071,67,0.6,8,35,37,27.9,-57.8,-9,40.7,8.89999999999998,66.2,32.4,-40.8,27.9,-57.8,-9,40.7,51.2,71.8,8.4,42.8,14.6,86.4,94.8,137.6,178.3,169.3,111.5,139.4,98.6,131
Detroit Pistons,Orlando Magic,2017-03-24,21601074,2016-17,-30.3,0.111111111111111,67,5.1,-28,34,39,6.10000000000004,51.1,58.9,59.2,54.2,32,-32.8,17.2,6.09999999999999,51.1,58.9,59.2,-9.4,36.4,-16.3,6.90000000000001,-33.8,2.6,-13.7,-6.8,52.4,111.3,162.4,168.5,185.7,152.9
Minnesota Timberwolves,Los Angeles Lakers,2017-03-24,21601080,2016-17,-10.3,0.11830985915493,66,5.8,-11,28,43,40.1,46.2,-27.4,89.4,35.3,70.3,59.9,14.9,40.1,46.2,-27.4,94.4,74.1,51.2,-8.50000000000001,82.6,-12.7,38.5,30,112.6,207,179.6,225.8,265.9,280.8,340.7
New Orleans Pelicans,Houston Rockets,2017-03-24,21601079,2016-17,-9.8,-0.267605633802817,67,-7.8,-10,30,42,-22.2,-33.5,-38,-118.5,-64.9,77.7,3.40000000000002,-45.6,-22.2,-33.5,-38,-118.5,-2.3,2.9,-26.6,24.3,22.9,25.8,-0.800000000000004,23.5,-95,-133,-166.5,-188.7,-234.3,-230.9
Philadelphia 76ers,Chicago Bulls,2017-03-24,21601077,2016-17,10,-0.106025039123631,67,-5.8,10,27,45,-0.799999999999997,-82,38.9,-54.2,-138,-52.8,10.2,13.2,-0.799999999999997,-82,38.9,-54.2,9.1,51.4,36.5,-27.4,-46.9,4.5,41,13.6,-40.6,-1.7,-83.7,-84.5,-71.3,-61.1
Phoenix Suns,Boston Celtics,2017-03-24,21601076,2016-17,-9.1,-0.333333333333333,69,-7.8,-10,22,51,9.80000000000001,-108,-55.5,27.6,-70.2,-93.3,-38.2,-19.4,9.80000000000001,-108,-55.5,27.6,-42,-36.4,-4.6,-37.4,-60.1,-96.5,-101.1,-138.5,-110.9,-166.4,-274.4,-264.6,-284,-322.2
Sacramento Kings,Golden State Warriors,2017-03-24,21601081,2016-17,-14.3,-0.422535211267606,68,-15.6,-14,27,45,-98.4,-80.7,-15,-67.7,-59.8,-253.4,-139.5,-43.5,-98.4,-80.7,-15,-67.7,-21,-63.2,3.30000000000001,-24.3,-79.2,-142.4,-139.1,-163.4,-231.1,-246.1,-326.8,-425.2,-468.7,-608.2
Minnesota Timberwolves,Portland Trail Blazers,2017-03-25,21601086,2016-17,-11.8,-0.0704225352112676,67,-0.3,-12,28,44,-11,-31.2,50.8,7.1,10.8,-152.7,34.2,16.7,-11,-31.2,50.8,7.1,34.1,-77,23.3,10.8,-29,-106,-82.7,-71.9,-64.8,-14,-45.2,-56.2,-39.5,-5.3
New York Knicks,San Antonio Spurs,2017-03-25,21601085,2016-17,-6,-0.399647887323944,68,-11,-8,27,46,-40.3,-52.7,-25.5,-80.9,-89.9,-90.3,-120.2,-117.4,-40.3,-52.7,-25.5,-80.9,-62.7,-16.2,-60.6,-2.1,-35.7,-51.9,-112.5,-114.6,-195.5,-221,-273.7,-314,-431.4,-551.6
Toronto Raptors,Dallas Mavericks,2017-03-25,21601084,2016-17,9.1,0.160602503912363,68,7.3,8,44,29,-48.7,-14.3,-18,22.4,39.1,153.4,-21.5,37.3,-48.7,-14.3,-18,22.4,-30.4,79.6,4.89999999999999,-35.3,35.4,115,119.9,84.6,107,89,74.7,26,63.3,41.8
Washington Wizards,Cleveland Cavaliers,2017-03-25,21601083,2016-17,11.3,-0.0508607198748043,69,-1.4,12,45,28,68.8,-4.8,8,-9.2,38,-39.1,33.3,31.1,68.8,-4.8,8,-9.2,31.4,-51.4,-22.8,54.2,33.3,-18.1,-40.9,13.3,4.1,12.1,7.3,76.1,107.2,140.5
Brooklyn Nets,Atlanta Hawks,2017-03-26,21601088,2016-17,15.6,-0.305555555555555,67,-5.8,15,16,57,-36.5,-14.5,-63.4,-4.7,-79.5,62.9,-56.4,-138.1,-36.5,-14.5,-63.4,-4.7,-33.9,26.1,-32.3,-1.6,8.8,34.9,2.6,1,-3.7,-67.1,-81.6,-118.1,-256.2,-312.6
Chicago Bulls,Milwaukee Bucks,2017-03-26,21601090,2016-17,13.8,-0.0481354642313546,69,0.5,15,35,39,51.1,45.6,-72.3,33.5,-1.7,70.5,-20.2,-7.3,51.1,45.6,-72.3,33.5,-93.8,21.8,-8.4,-85.4,-11.9,9.9,1.5,-83.9,-50.4,-122.7,-77.1,-26,-33.3,-53.5
Memphis Grizzlies,Golden State Warriors,2017-03-26,21601094,2016-17,-14.7,-0.25,67,-10.9,-12,40,33,-106.3,20.8,-43.9,-4.90000000000002,-45.4,-164.3,-55.2,-19.5,-106.3,20.8,-43.9,-4.90000000000001,1.7,-43,27.1,-25.4,-58.2,-101.2,-74.1,-99.5,-104.4,-148.3,-127.5,-233.8,-253.3,-308.5
